DOI,Title,Conference,PaperType,Year,Authors,AuthorAffiliation,InternalReferences,Keywords
10.1109/TVCG.2018.2864850,CPU Isosurface Ray Tracing of Adaptive Mesh Refinement Data,SciVis,J,2018,Feng Wang;Ingo Wald;Qi Wu;William Usher;Christopher R. Johnson 0001,"Scientific Computing and Imaging Institute, University of Utah, Salt Lake City, UT;Intel Corporation;Scientific Computing and Imaging Institute, University of Utah, Salt Lake City, UT;Scientific Computing and Imaging Institute, University of Utah, Salt Lake City, UT;Scientific Computing and Imaging Institute, University of Utah, Salt Lake City, UT",10.1109/TVCG.2008.157;10.1109/TVCG.2009.149;10.1109/TVCG.2011.252;10.1109/VISUAL.2002.1183820;10.1109/VISUAL.1998.745713;10.1109/TVCG.2007.70566;10.1109/TVCG.2016.2599041,amr;isosurface;ray tracing;reconstruction strategy;ospray
10.1109/TVCG.2018.2864853,A Study of the Trade-off Between Reducing Precision and Reducing Resolution for Data Analysis and Visualization,SciVis,J,2018,Duong Hoang;Pavol Klacansky;Harsh Bhatia;Peer-Timo Bremer;Peter Lindstrom;Valerio Pascucci,"SCI Institute, University of Utah, USA;SCI Institute, University of Utah, USA;Lawrence Livemore National Laboratory, USA;Lawrence Livemore National Laboratory, USA;Lawrence Livemore National Laboratory, USA;SCI Institute, University of Utah, USA",10.1109/TVCG.2009.194;10.1109/TVCG.2007.70516;10.1109/VISUAL.2002.1183757;10.1109/TVCG.2012.240;10.1109/VISUAL.1999.809908;10.1109/TVCG.2014.2346458;10.1109/TVCG.2006.143;10.1109/VISUAL.2004.51;10.1109/VISUAL.2003.1250385;10.1109/TVCG.2011.214;10.1109/TVCG.2012.274;10.1109/TVCG.2015.2467412,data compression;bit ordering;multi-resolution;data analysis
10.1109/TVCG.2018.2864656,Firefly: Virtual Illumination Drones for Interactive Visualization,SciVis,J,2018,Sergej Stoppel;Magnus Paulson Erga;Stefan Bruckner,"University of Bergen, Norway;University of Bergen, Norway;University of Bergen, Norway",10.1109/TVCG.2012.203;10.1109/TVCG.2013.156;10.1109/VISUAL.2002.1183785;10.1109/VISUAL.2003.1250395;10.1109/VISUAL.2004.62;10.1109/TVCG.2011.173;10.1109/TVCG.2013.172,dynamic lighting design;lighting drones
10.1109/TVCG.2018.2864844,A Visual Analytics Framework for Spatiotemporal Trade Network Analysis,VAST,J,2018,Hong Wang;Yafeng Lu;Shade T. Shutters;Michael Steptoe;Feng Wang 0012;Steven Landis;Ross Maciejewski,Arizona State University;Arizona State University;Arizona State University;Arizona State University;GE Global Research;University of Nevada;Arizona State University,10.1109/VAST.2008.4677356;10.1109/TVCG.2011.202;10.1109/VAST.2012.6400557;10.1109/TVCG.2008.135;10.1109/VAST.2012.6400485;10.1109/TVCG.2014.2346682;10.1109/TVCG.2009.143;10.1109/TVCG.2014.2346271;10.1109/TVCG.2015.2467991;10.1109/VAST.2012.6400491;10.1109/INFVIS.1996.559226;10.1109/INFVIS.2005.1532150;10.1109/TVCG.2016.2598885,global trade network;anomaly detection;visual analytics
10.1109/TVCG.2018.2865023,Lessons Learned Developing a Visual Analytics Solution for Investigative Analysis of Scamming Activities,VAST,J,2018,Jay Koven;Cristian Felix;Hossein Siadati;Markus Jakobsson;Enrico Bertini,NYU Tandon School of Engineering;NYU Tandon School of Engineering;NYU Tandon School of Engineering;Amber Solutions Inc.;NYU Tandon School of Engineering,10.1109/VAST.2007.4389011;10.1109/VAST.2010.5652968;10.1109/INFVIS.2003.1249028;10.1109/TVCG.2009.111;10.1109/TVCG.2014.2346481;10.1109/TVCG.2012.213,visual analytics;email investigation;email forensics
10.1109/TVCG.2018.2865039,Enhancing Web-based Analytics Applications through Provenance,VAST,J,2018,Akhilesh Camisetty;Chaitanya Chandurkar;Maoyuan Sun;David Koop,UMass Dartmouth;UMass Dartmouth;UMass Dartmouth;UMass Dartmouth,10.1109/VISUAL.1993.398857;10.1109/VAST.2011.6102447;10.1109/VAST.2010.5652932;10.1109/TVCG.2016.2598471;10.1109/TVCG.2016.2599058;10.1109/VAST.2008.4677365;10.1109/TVCG.2013.197;10.1109/VAST.2007.4389011;10.1109/VISUAL.1999.809871;10.1109/TVCG.2014.2346573;10.1109/TVCG.2015.2467551;10.1109/TVCG.2015.2467191;10.1109/TVCG.2017.2745279,collaboration;provenance;streaming data;history;web
10.1109/VAST.2018.8802424,The Effect of Semantic Interaction on Foraging in Text Analysis,VAST,C,2018,John E. Wenskovitch;Lauren Bradel;Michelle Dowling;Leanna House;Chris North 0001,Virginia Tech Computer Science;Department of Defense;Virginia Tech Computer Science;Virginia Tech Statistics;Virginia Tech Computer Science,10.1109/TVCG.2006.120;10.1109/VAST.2012.6400559;10.1109/TVCG.2013.205;10.1109/VAST.2008.4677362;10.1109/VAST.2014.7042492;10.1109/VAST.2012.6400486;10.1109/TVCG.2012.260;10.1109/VAST.2011.6102449;10.1109/INFVIS.2005.1532126;10.1109/INFVIS.1995.528686;10.1109/INFVIS.2004.37,human-centered computing;visualization;empirical studies in visualization;human-centered computing;visualization;visual analytics
10.1109/TVCG.2019.2934396,A Deep Generative Model for Graph Layout,InfoVis,J,2019,Oh-Hyun Kwon;Kwan-Liu Ma,"University of California, Davis;University of California, Davis",10.1109/TVCG.2014.2346277;10.1109/TVCG.2017.2743858;10.1109/TVCG.2015.2467451;10.1109/TVCG.2007.70580;10.1109/TVCG.2018.2865139;10.1109/TVCG.2011.185,graph;network;visualization;layout;machine learning;deep learning;neural network;generative model;autoencoder
10.1109/TVCG.2019.2934433,An Incremental Dimensionality Reduction Method for Visualizing Streaming Multidimensional Data,InfoVis,J,2019,Takanori Fujiwara;Jia-Kai Chou;Shilpika;Panpan Xu;Ren Liu;Kwan-Liu Ma,"University of California, Davis;University of California, Davis;University of California, Davis;Bosch Research North America;Bosch Research North America;University of California, Davis",10.1109/TVCG.2015.2467851;10.1109/TVCG.2013.186;10.1109/TVCG.2017.2744419;10.1109/TVCG.2017.2744318;10.1109/TVCG.2015.2467553;10.1109/TVCG.2014.2346578;10.1109/TVCG.2016.2598838;10.1109/TVCG.2016.2598495;10.1109/TVCG.2014.2346574;10.1109/TVCG.2016.2598470;10.1109/TVCG.2015.2468078;10.1109/INFVIS.2003.1249004;10.1109/INFVIS.2004.60;10.1109/TVCG.2016.2598664,dimensionality reduction;principal component analysis;streaming data;uncertainty;visual analytics
10.1109/TVCG.2019.2934281,Critical Reflections on Visualization Authoring Systems,InfoVis,J,2019,Arvind Satyanarayan;Bongshin Lee;Donghao Ren;Jeffrey Heer;John T. Stasko;John Thompson 0002;Matthew Brehmer;Zhicheng Liu,"Massachusetts Institute of Technology;Microsoft Research;University of California, Santa Barbara;University of Washington;Georgia Institute of Technology;Georgia Institute of Technology;Microsoft Research;Adobe Research",10.1109/TVCG.2016.2598609;10.1109/TVCG.2009.174;10.1109/TVCG.2011.185;10.1109/TVCG.2016.2598620;10.1109/TVCG.2014.2346291;10.1109/TVCG.2018.2865158;10.1109/TVCG.2015.2467271;10.1109/TVCG.2016.2599030;10.1109/TVCG.2015.2467091;10.1109/INFVIS.2000.885086;10.1109/TVCG.2015.2467191,critical reflection;visualization authoring;expressivity;learnability;reusability
10.1109/TVCG.2019.2934285,Visualizing a Moving Target: A Design Study on Task Parallel Programs in the Presence of Evolving Data and Concerns,InfoVis,J,2019,Katy Williams;Alex Bigelow;Katherine E. Isaacs,University of Arizona;University of Arizona;University of Arizona,10.1109/TVCG.2011.185;10.1109/TVCG.2013.124;10.1109/INFVIS.2004.1;10.1109/TVCG.2015.2467452;10.1109/INFVIS.2003.1249009;10.1109/TVCG.2017.2744319;10.1109/TVCG.2018.2865149;10.1109/INFVIS.2002.1173148;10.1109/TVCG.2012.213;10.1109/TVCG.2014.2346323;10.1109/TVCG.2018.2865076,design studies;software visualization;parallel computing;graph visualization
10.1109/TVCG.2019.2934369,DeepOrganNet: On-the-Fly Reconstruction and Visualization of 3D / 4D Lung Models from Single-View Projections by Deep Deformation Network,SciVis,J,2019,Yifan Wang;Zichun Zhong;Jing Hua,"Department of Computer Science, Wayne State University, Detroit, MI;Department of Computer Science, Wayne State University, Detroit, MI;Department of Computer Science, Wayne State University, Detroit, MI",10.1109/TVCG.2013.159,deep deformation network;organ meshes;3d / 4d shapes;2d projections;single-view
10.1109/TVCG.2019.2934256,Progressive Wasserstein Barycenters of Persistence Diagrams,SciVis,J,2019,Jules Vidal;Joseph Budin;Julien Tierny,Sorbonne UniversitéCNRS (LIP6);Sorbonne UniversitéCNRS (LIP6);Sorbonne UniversitéCNRS (LIP6),10.1109/TVCG.2013.208;10.1109/TVCG.2018.2864505;10.1109/TVCG.2015.2467958;10.1109/TVCG.2018.2864432;10.1109/TVCG.2015.2467204;10.1109/TVCG.2014.2346403;10.1109/TVCG.2018.2864848;10.1109/TVCG.2008.110;10.1109/TVCG.2015.2467432;10.1109/TVCG.2013.141;10.1109/TVCG.2011.249;10.1109/TVCG.2006.186;10.1109/TVCG.2014.2346455;10.1109/TVCG.2018.2864768;10.1109/TVCG.2010.181;10.1109/TVCG.2012.249;10.1109/TVCG.2013.148;10.1109/TVCG.2014.2346332;10.1109/TVCG.2009.163;10.1109/TVCG.2013.143,topological data analysis;scalar data;ensemble data
10.1109/TVCG.2019.2934629,explAIner: A Visual Analytics Framework for Interactive and Explainable Machine Learning,VAST,J,2019,Thilo Spinner;Udo Schlegel;Hanna Schäfer;Mennatallah El-Assady,University of Konstanz;University of Konstanz;University of Konstanz;University of Konstanz,10.1109/TVCG.2017.2744683;10.1109/TVCG.2019.2934654;10.1109/TVCG.2017.2745080;10.1109/TVCG.2018.2864769;10.1109/TVCG.2017.2744718;10.1109/VAST.2017.8585720;10.1109/VAST.2018.8802509;10.1109/TVCG.2017.2744938;10.1109/TVCG.2016.2598831;10.1109/TVCG.2018.2864812;10.1109/TVCG.2017.2744358;10.1109/TVCG.2016.2598838;10.1109/TVCG.2014.2346481;10.1109/TVCG.2018.2864838;10.1109/TVCG.2018.2865044;10.1109/TVCG.2017.2744158;10.1109/TVCG.2018.2864504;10.1109/TVCG.2017.2744878;10.1109/TVCG.2018.2864499;10.1109/TVCG.2018.2864475,explainable ai;interactive machine learning;deep learning;visual analytics;interpretability;explainability
10.1109/TVCG.2019.2934669,Exploranative Code Quality Documents,VAST,J,2019,Haris Mumtaz;Shahid Latif;Fabian Beck 0001;Daniel Weiskopf,"VISUS, University of Stuttgart, Germany;Paluno, University of Duisburg-Essen, Germany;Paluno, University of Duisburg-Essen, Germany;VISUS, University of Stuttgart, Germany",10.1109/TVCG.2014.2346435;10.1109/TVCG.2018.2865022;10.1109/TVCG.2018.2865145,code quality;interactive documents;natural language generation;sparklines
10.1109/TVCG.2019.2934262,FairSight: Visual Analytics for Fairness in Decision Making,VAST,J,2019,Yongsu Ahn;Yu-Ru Lin,University of Pittsburgh;University of Pittsburgh,10.1109/VAST.2015.7347637;10.1109/TVCG.2018.2864812;10.1109/TVCG.2018.2864499,fairness in machine learning;visual analytic
10.1109/VAST47406.2019.8986948,FAIRVIS: Visual Analytics for Discovering Intersectional Bias in Machine Learning,VAST,C,2019,Ángel Alexander Cabrera;Will Epperson;Fred Hohman;Minsuk Kahng;Jamie Morgenstern;Duen Horng Chau,Georgia Institute of Technology;Georgia Institute of Technology;Georgia Institute of Technology;Georgia Institute of Technology;Georgia Institute of Technology;Georgia Institute of Technology,10.1109/TVCG.2017.2744718;10.1109/VAST.2017.8585720;10.1109/TVCG.2016.2598828;10.1109/TVCG.2018.2865044,machine learning fairness;visual analytics;intersectional bias;subgroup discovery
10.1109/TVCG.2019.2934307,GPGPU Linear Complexity t-SNE Optimization,VAST,J,2019,Nicola Pezzotti;Julian Thijssen;Alexander Mordvintsev;Thomas Höllt;Baldur van Lew;Boudewijn P. F. Lelieveldt;Elmar Eisemann;Anna Vilanova,"Google AI, Zürich, Switzerland;Delft University of Technology, Delft, The Netherlands;Google AI, Zürich, Switzerland;Delft University of Technology, Delft, The Netherlands;Leiden University Medical Center, Leiden, The Netherlands;Delft University of Technology, Delft, The Netherlands;Delft University of Technology, Delft, The Netherlands;Delft University of Technology, Delft, The Netherlands",10.1109/TVCG.2017.2744318;10.1109/TVCG.2017.2744718;10.1109/TVCG.2017.2745141;10.1109/TVCG.2017.2744358;10.1109/TVCG.2014.2346574,high dimensional data;dimensionality reduction;progressive visual analytics;approximate computation;gpgpu
10.1109/VAST47406.2019.8986934,Influence Flowers of Academic Entities,VAST,C,2019,Minjeong Shin;Alexander Soen;Benjamin T. Readshaw;Stephen M. Blackburn;Mitchell Whitelaw;Lexing Xie,Australian National University;Australian National University;Australian National University;Australian National University;Australian National University;Australian National University,10.1109/TVCG.2011.185;10.1109/TVCG.2012.252;10.1109/TVCG.2018.2865022;10.1109/VAST.2015.7347632;10.1109/TVCG.2015.2468151,human-centered computing;visualization;visualisation application domains;visual analytics;visualization systems and tools;empirical studies in visualization
10.1109/TVCG.2019.2934209,Selection Bias Tracking and Detailed Subset Comparison for High-Dimensional Data,VAST,J,2019,David Borland;Wenyuan Wang;Jonathan Zhang;Joshua Shrestha;David Gotz,"RENCI, University of North Carolina, Chapel Hill;School of Information and Library Science, University of North Carolina, Chapel Hill;Dept. of Biostatistics, University of North Carolina, Chapel Hill;Dept. of Computer Science, University of North Carolina, Chapel Hill;School of Information and Library Science, University of North Carolina, Chapel Hill",10.1109/VAST.2011.6102439;10.1109/VAST.2017.8585665;10.1109/TVCG.2014.2346433;10.1109/TVCG.2016.2598469;10.1109/TVCG.2014.2346682;10.1109/TVCG.2019.2934661;10.1109/TVCG.2007.70568;10.1109/VISUAL.1991.175815;10.1109/VISUAL.2003.1250401;10.1109/TVCG.2018.2865265;10.1109/TVCG.2017.2745140;10.1109/TVCG.2007.70529;10.1109/TVCG.2017.2744138;10.1109/TVCG.2012.238,high-dimensional visualization;visual analytics;cohort selection;medical informatics;selection bias
10.1109/TVCG.2019.2934659,Summit: Scaling Deep Learning Interpretability by Visualizing Activation and Attribution Summarizations,VAST,J,2019,Fred Hohman;Haekyu Park;Caleb Robinson;Duen Horng Chau,Georgia Tech.;Georgia Tech.;Georgia Tech.;Georgia Tech.,10.1109/TVCG.2017.2744683;10.1109/TVCG.2017.2744718;10.1109/TVCG.2018.2864500;10.1109/VAST.2018.8802509;10.1109/TVCG.2016.2598831;10.1109/TVCG.2016.2598828;10.1109/TVCG.2009.108;10.1109/TVCG.2017.2744878,deep learning interpretability;visual analytics;scalable summarization;attribution graph
10.1109/TVCG.2019.2934619,The What-If Tool: Interactive Probing of Machine Learning Models,VAST,J,2019,James Wexler;Mahima Pushkarna;Tolga Bolukbasi;Martin Wattenberg;Fernanda B. Viégas;Jimbo Wilson,Google Research;Google Research;Google Research;Google Research;Google Research;Google Research,10.1109/VAST.2017.8585720;10.1109/TVCG.2016.2598831;10.1109/TVCG.2018.2864499;10.1109/TVCG.2018.2864475,interactive machine learning;model debugging;model comparison
10.1109/TVCG.2019.2934593,Understanding the Role of Alternatives in Data Analysis Practices,VAST,J,2019,Jiali Liu;Nadia Boukhelifa;James R. Eagan,LTCITélécom ParisInstitut Polytechnique de Paris;INRAUniversité Paris-Saclay;LTCITélécom ParisInstitut Polytechnique de Paris,10.1109/TVCG.2012.219;10.1109/VAST.2011.6102438;10.1109/TVCG.2018.2864836,alternatives;data workers;data analysis;data science;sensemaking;qualitative study
10.1109/VAST47406.2019.8986917,VIANA: Visual Interactive Annotation of Argumentation,VAST,C,2019,Fabian Sperrle;Rita Sevastjanova;Rebecca Kehlbeck;Mennatallah El-Assady,University of Konstanz;University of Konstanz;University of Konstanz;University of Konstanz,10.1109/VAST.2012.6400485;10.1109/TVCG.2006.156;10.1109/TVCG.2019.2934654;10.1109/TVCG.2017.2745080;10.1109/TVCG.2018.2864769;10.1109/TVCG.2015.2467531;10.1109/TVCG.2007.70539;10.1109/TVCG.2008.127;10.1109/TVCG.2014.2346677;10.1109/TVCG.2015.2467759,argumentation annotation;machine learning;user interaction;layered interfaces;semantic transitions
10.1109/TVCG.2019.2934661,Visual Analysis of High-Dimensional Event Sequence Data via Dynamic Hierarchical Aggregation,VAST,J,2019,David Gotz;Jonathan Zhang;Wenyuan Wang;Joshua Shrestha;David Borland,"School of Information and Library Science, University of North Carolina, Chapel Hill;Dept. of Biostatistics, University of North Carolina, Chapel Hill;School of Information and Library Science, University of North Carolina, Chapel Hill;Dept. of Computer Science, University of North Carolina, Chapel Hill;RENCI, University of North Carolina, Chapel Hill",10.1109/TVCG.2019.2934209;10.1109/TVCG.2017.2745278;10.1109/TVCG.2014.2346433;10.1109/VAST.2016.7883512;10.1109/TVCG.2014.2346682;10.1109/TVCG.2017.2745320;10.1109/TVCG.2018.2864886;10.1109/TVCG.2013.200;10.1109/VAST.2011.6102443;10.1109/INFVIS.2005.1532152;10.1109/INFVIS.2000.885091;10.1109/TVCG.2017.2744686;10.1109/TVCG.2009.108;10.1109/TVCG.2007.70589;10.1109/VAST.2014.7042487;10.1109/TVCG.2012.238,temporal event sequence visualization;visual analytics;hierarchical aggregation;medical informatics
10.1109/TVCG.2019.2934595,Visual Interaction with Deep Learning Models through Collaborative Semantic Inference,VAST,J,2019,Sebastian Gehrmann;Hendrik Strobelt;Robert Krüger;Hanspeter Pfister;Alexander M. Rush,Harvard NLP group;IBM Research Cambridge;Harvard Visual Computing group;Harvard Visual Computing group;Harvard NLP group,10.1109/TVCG.2012.195;10.1109/TVCG.2017.2744718;10.1109/VAST.2017.8585720;10.1109/TVCG.2018.2865027;10.1109/TVCG.2018.2865230;10.1109/VAST.2017.8585721;10.1109/TVCG.2017.2744358;10.1109/TVCG.2018.2864838;10.1109/TVCG.2014.2346574;10.1109/TVCG.2018.2865044;10.1109/TVCG.2017.2744158;10.1109/VISUAL.2005.1532820;10.1109/TVCG.2017.2744878;10.1109/TVCG.2018.2864499,human-computer collaboration;deep learning;neural networks;interaction design;human-centered design
